comments,sentiment_keyword_json,sentiment,emotion
"I got two words for ya...





BLITZKRIEG BOP!

Seriously, Paramount, you did a wonderful job on the redesign. I will be seeing this with the kiddos.","{'usage': {'text_units': 1, 'text_characters': 149, 'features': 2}, 'sentiment': {'document': {'score': 0.98283, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.022015, 'joy': 0.69134, 'fear': 0.04887, 'disgust': 0.097732, 'anger': 0.1867}}}}",positive,joy
"Paramount : it's fiction let keep it original
Sonic : *got so much love*

Disney : it's fiction, show that we can make it looks real
Lion King : *wish their faces were cute as in the cartoon*","{'usage': {'text_units': 1, 'text_characters': 191, 'features': 2}, 'sentiment': {'document': {'score': 0.924006, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.11241, 'joy': 0.707838, 'fear': 0.0073, 'disgust': 0.017071, 'anger': 0.031516}}}}",positive,joy
I’m a fan of Sonic the Hedgehog.,"{'usage': {'text_units': 1, 'text_characters': 32, 'features': 2}, 'sentiment': {'document': {'score': 0.508364, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.162252, 'joy': 0.392451, 'fear': 0.021005, 'disgust': 0.379449, 'anger': 0.083211}}}}",positive,joy
Charmx? Beyond The Trailer? The Reel Rejects? YES!!,"{'usage': {'text_units': 1, 'text_characters': 51, 'features': 2}, 'sentiment': {'document': {'score': -0.94733, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.206384, 'joy': 0.012125, 'fear': 0.268806, 'disgust': 0.254993, 'anger': 0.269126}}}}",negative,anger
"Good to see my boys Werewoof & StevenZKiller in this video !!! Can't wait to see this Movie !!! HYPE !!!
XD...","{'usage': {'text_units': 1, 'text_characters': 110, 'features': 2}, 'sentiment': {'document': {'score': 0.875948, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.002907, 'joy': 0.834595, 'fear': 0.011666, 'disgust': 0.015206, 'anger': 0.13914}}}}",positive,joy
"Paramount redesigns Sonic the hedgehog, then they show everyone's reaction to the 2nd trailer. They really care about this movie, and we should too! Even if it's bad or good.","{'usage': {'text_units': 1, 'text_characters': 174, 'features': 2}, 'sentiment': {'document': {'score': -0.662419, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.478555, 'joy': 0.294854, 'fear': 0.112307, 'disgust': 0.137417, 'anger': 0.142988}}}}",negative,sadness
They didn’t do this for the first one coS everyone’s reaction was just disgust and confusion,"{'usage': {'text_units': 1, 'text_characters': 92, 'features': 2}, 'sentiment': {'document': {'score': -0.957112, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.127303, 'joy': 0.119316, 'fear': 0.034649, 'disgust': 0.770521, 'anger': 0.050512}}}}",negative,disgust
They’re basking in their glory before we realize how average it will be,"{'usage': {'text_units': 1, 'text_characters': 71, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.546621, 'joy': 0.186394, 'fear': 0.138284, 'disgust': 0.0064, 'anger': 0.112512}}}}",neutral,sadness
"2018: SaNic zE HegDhOg
2019: Sonic the Hedgehog.","{'usage': {'text_units': 1, 'text_characters': 48, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.10632, 'joy': 0.182896, 'fear': 0.063266, 'disgust': 0.064313, 'anger': 0.074774}}}}",neutral,joy
How come they didn't link their reactions?,"{'usage': {'text_units': 1, 'text_characters': 42, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.212858, 'joy': 0.132634, 'fear': 0.06623, 'disgust': 0.27304, 'anger': 0.241834}}}}",neutral,disgust
"Trailer 1: Sonic the Hedgehog (2006)
Trailer 2: Sonic Mania","{'usage': {'text_units': 1, 'text_characters': 59, 'features': 2}, 'sentiment': {'document': {'score': -0.572847, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.069055, 'joy': 0.088847, 'fear': 0.205932, 'disgust': 0.041576, 'anger': 0.03743}}}}",negative,fear
"“Is this even the same film?”

Nah, the first trailer was for a horror film, this one is for a film that actually looks good.","{'usage': {'text_units': 1, 'text_characters': 125, 'features': 2}, 'sentiment': {'document': {'score': 0.931312, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.050621, 'joy': 0.354637, 'fear': 0.54935, 'disgust': 0.148393, 'anger': 0.031189}}}}",positive,fear
You can definitely tell Jim Carrey is enjoying himself as Robotnik,"{'usage': {'text_units': 1, 'text_characters': 66, 'features': 2}, 'sentiment': {'document': {'score': 0.88394, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.025177, 'joy': 0.67723, 'fear': 0.00285, 'disgust': 0.025109, 'anger': 0.152896}}}}",positive,joy
"Fans: ""How are you not dead!?""
Movie: ""I have no idea!""","{'usage': {'text_units': 1, 'text_characters': 55, 'features': 2}, 'sentiment': {'document': {'score': -0.881465, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.083956, 'joy': 0.395258, 'fear': 0.005226, 'disgust': 0.533282, 'anger': 0.065534}}}}",negative,disgust
A much better improvement over the old design 🌀 100%,"{'usage': {'text_units': 1, 'text_characters': 52, 'features': 2}, 'sentiment': {'document': {'score': 0.775536, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.027804, 'joy': 0.671249, 'fear': 0.03624, 'disgust': 0.006717, 'anger': 0.027866}}}}",positive,joy
The whole trailer is Sam fangirling every second,"{'usage': {'text_units': 1, 'text_characters': 48, 'features': 2}, 'sentiment': {'document': {'score': 0.941549, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.30292, 'joy': 0.168169, 'fear': 0.224708, 'disgust': 0.259932, 'anger': 0.177234}}}}",positive,sadness
The new shoes look like a mix between his classic shoes and the soap shoes,"{'usage': {'text_units': 1, 'text_characters': 74, 'features': 2}, 'sentiment': {'document': {'score': 0.69003, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.152794, 'joy': 0.649355, 'fear': 0.051089, 'disgust': 0.118918, 'anger': 0.045377}}}}",positive,joy
"1st trailer: Sonic was not himself.  Needed a Snicker. 

2nd trailer: Sonic ate a Snicker, and now the movie is a potential box office hit! #GottaGoFast","{'usage': {'text_units': 1, 'text_characters': 152, 'features': 2}, 'sentiment': {'document': {'score': -0.440665, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.117692, 'joy': 0.249362, 'fear': 0.221076, 'disgust': 0.06885, 'anger': 0.024866}}}}",negative,joy
"0:59, ""IS THIS EVEN THE SAME MOVIE!!"", that's the reaction we all had with this trailer","{'usage': {'text_units': 1, 'text_characters': 87, 'features': 2}, 'sentiment': {'document': {'score': -0.923649, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.203825, 'joy': 0.229037, 'fear': 0.267702, 'disgust': 0.272048, 'anger': 0.147191}}}}",negative,disgust
"Now that they've shown more, the movie itself actually looks entertaining, I don't know but I'm a little more excited now. And the design man, It looks really good now.","{'usage': {'text_units': 1, 'text_characters': 168, 'features': 2}, 'sentiment': {'document': {'score': 0.96633, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.02004, 'joy': 0.893989, 'fear': 0.026309, 'disgust': 0.02618, 'anger': 0.029582}}}}",positive,joy
"Last trailer: oh my god its Satan
New trailer: it’s glorious","{'usage': {'text_units': 1, 'text_characters': 60, 'features': 2}, 'sentiment': {'document': {'score': 0.535819, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.212561, 'joy': 0.306325, 'fear': 0.3974, 'disgust': 0.060696, 'anger': 0.029074}}}}",positive,fear
"Finally, a movie based on a video game that doesn't suck!","{'usage': {'text_units': 1, 'text_characters': 57, 'features': 2}, 'sentiment': {'document': {'score': -0.569024, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.046023, 'joy': 0.827195, 'fear': 0.028636, 'disgust': 0.038535, 'anger': 0.026884}}}}",negative,joy
I didn’t sleep last night waiting for the trailer to drop 😂 he looks so adorable 😍,"{'usage': {'text_units': 1, 'text_characters': 82, 'features': 2}, 'sentiment': {'document': {'score': 0.818613, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.194644, 'joy': 0.69277, 'fear': 0.115923, 'disgust': 0.029077, 'anger': 0.000314}}}}",positive,joy
"2019 : Sonic leto 
2020 : Sonic Phoenix","{'usage': {'text_units': 1, 'text_characters': 39, 'features': 1}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'it', 'warnings': ['emotion: unsupported text language: it']}",neutral,NULL
"I never thought I would hear Sam scream 
“GREEN HILL!!!”","{'usage': {'text_units': 1, 'text_characters': 56, 'features': 2}, 'sentiment': {'document': {'score': -0.741496, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.089226, 'joy': 0.284641, 'fear': 0.047674, 'disgust': 0.14891, 'anger': 0.441908}}}}",negative,anger
"""Okay here we *GUH-- GREEN HILL!""*","{'usage': {'text_units': 1, 'text_characters': 34, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.05899, 'joy': 0.351814, 'fear': 0.029247, 'disgust': 0.119857, 'anger': 0.188787}}}}",neutral,joy
"Old trailer: not that bad i actually don't mind
New trailer: HI SONIC LONG TIME NO SEE","{'usage': {'text_units': 1, 'text_characters': 86, 'features': 2}, 'sentiment': {'document': {'score': -0.898701, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.216481, 'joy': 0.054491, 'fear': 0.225951, 'disgust': 0.075378, 'anger': 0.073281}}}}",negative,fear
This is the only trailer reaction that matters today.,"{'usage': {'text_units': 1, 'text_characters': 53, 'features': 2}, 'sentiment': {'document': {'score': 0.314467, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.123857, 'joy': 0.213004, 'fear': 0.184764, 'disgust': 0.19399, 'anger': 0.17662}}}}",positive,joy
"It's not even out yet and I want a post credit scene with more characters, and a sequel with Shadow & the Chaos Emeralds! 🦔👥💎 
#SuperSonic #SuperShadow","{'usage': {'text_units': 1, 'text_characters': 151, 'features': 2}, 'sentiment': {'document': {'score': -0.665777, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.279025, 'joy': 0.18066, 'fear': 0.115599, 'disgust': 0.147349, 'anger': 0.354675}}}}",negative,anger
His shoes look like adventure style OMG 😭,"{'usage': {'text_units': 1, 'text_characters': 41, 'features': 2}, 'sentiment': {'document': {'score': -0.570229, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.754109, 'joy': 0.155677, 'fear': 0.139888, 'disgust': 0.051142, 'anger': 0.001686}}}}",negative,sadness
"I'm seeing this not because of story, but because they actually had the respect to fix this character. Now they got my money. I'm actually hype to see this Sonic movie. Never thought i say that because i bashed the hell out of the original trailer.","{'usage': {'text_units': 1, 'text_characters': 248, 'features': 2}, 'sentiment': {'document': {'score': -0.634924, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.180275, 'joy': 0.18207, 'fear': 0.07244, 'disgust': 0.481023, 'anger': 0.318624}}}}",negative,disgust
"Everything is just right.




Also, Tom > Chris","{'usage': {'text_units': 1, 'text_characters': 47, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.194067, 'joy': 0.485581, 'fear': 0.132232, 'disgust': 0.087656, 'anger': 0.069654}}}}",neutral,joy
he in the car because his friend cant run like him lol,"{'usage': {'text_units': 1, 'text_characters': 54, 'features': 2}, 'sentiment': {'document': {'score': -0.453272, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.447395, 'joy': 0.312259, 'fear': 0.162039, 'disgust': 0.031558, 'anger': 0.137524}}}}",negative,sadness
"""Thats adorable"" 
*two seconds later*
Has mental breakdown.","{'usage': {'text_units': 1, 'text_characters': 59, 'features': 2}, 'sentiment': {'document': {'score': -0.41987, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.325208, 'joy': 0.43356, 'fear': 0.098621, 'disgust': 0.030856, 'anger': 0.023309}}}}",negative,joy
"“Gift shop was cool though.”

😆","{'usage': {'text_units': 1, 'text_characters': 31, 'features': 2}, 'sentiment': {'document': {'score': 0.971056, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.03841, 'joy': 0.910178, 'fear': 0.024389, 'disgust': 0.006548, 'anger': 0.014253}}}}",positive,joy
"IT'S ABOUT TIME SAM! I've been waiting especially for you

I'm hype. I LITERALLY SCREAMED","{'usage': {'text_units': 1, 'text_characters': 89, 'features': 2}, 'sentiment': {'document': {'score': -0.864057, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.21326, 'joy': 0.091408, 'fear': 0.025347, 'disgust': 0.182844, 'anger': 0.696397}}}}",negative,anger
I didn't hear anyone say to fix the trailer but they did it anyway.,"{'usage': {'text_units': 1, 'text_characters': 67, 'features': 2}, 'sentiment': {'document': {'score': -0.62613, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.562678, 'joy': 0.111591, 'fear': 0.270091, 'disgust': 0.052755, 'anger': 0.111723}}}}",negative,sadness
"0:53 Green Hill
1:02 Special Stage Ring
1:03 Central City?
1:08 SEGA Superstars Tennis
1:10 Hill Top (Sonic 2)
1:16 Sonic X baseball episode
2:50 ""Here comes the boom"" (Sonic CD?)
3:20 Boarding on the street (City Escape)
3:23 Dragon Road Day (Unleashed)","{'usage': {'text_units': 1, 'text_characters': 254, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.020189, 'joy': 0.082305, 'fear': 0.029986, 'disgust': 0.002965, 'anger': 0.042462}}}}",neutral,joy
"Oh my God! Oh my God! Oh my God! The new trailer looks awesome. Sonic is adorable. The new design is perfect. I don't want to offend anybody, but I honestly feel like the movie is portraying Sonic's personality better than the last games.
Also, the music actually fits this time. The only problems for me before were the music and Sonic's design. Besides that, I thought the previous trailer was pretty cool.","{'usage': {'text_units': 1, 'text_characters': 408, 'features': 2}, 'sentiment': {'document': {'score': 0.714253, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.446208, 'joy': 0.71284, 'fear': 0.188944, 'disgust': 0.07627, 'anger': 0.075183}}}}",positive,joy
Also: get this dude to be the new permanent voice actor,"{'usage': {'text_units': 1, 'text_characters': 55, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.154887, 'joy': 0.572228, 'fear': 0.152495, 'disgust': 0.041307, 'anger': 0.070267}}}}",neutral,joy
You know the saddest thing is that this Sonic is more expensive than the games.,"{'usage': {'text_units': 1, 'text_characters': 79, 'features': 2}, 'sentiment': {'document': {'score': -0.968406, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.828198, 'joy': 0.006851, 'fear': 0.189954, 'disgust': 0.148435, 'anger': 0.068484}}}}",negative,sadness
He’s genuinely happy about this redesign and that makes me even happier,"{'usage': {'text_units': 1, 'text_characters': 71, 'features': 2}, 'sentiment': {'document': {'score': 0.996422, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.032673, 'joy': 0.913342, 'fear': 0.012935, 'disgust': 0.011161, 'anger': 0.007329}}}}",positive,joy
